tweet_id,text,expert1,expert2,expert3
21931325_2018-06-04T14:33:55.000Z,"So I’m assuming the baker, based on his religion, would also refuse serving heterosexual couples who have intercourse and shack up before marriage? #SCOTUS",-1,0,-1
741335948022194176_2020-07-09T15:01:48.000Z,Was CLARENCE THOMAS even awake during the SCOTUS deliberations re; #TrumpTaxReturns decision,-1,-1,-1
471677770_2020-07-09T22:29:13.000Z,What the heck does the Oklahoma SCOTUS ruling actually mean like people living in that state ?,0,0,0
3322601280_2020-07-17T14:33:30.000Z,"I'm skeptical that Nov 3 will be anything near a free and fair election.
The US Supreme Court has already disenfranchised hundreds of thousands of people. That number will likely rise into the millions or tens of millions. I'll be happy to be proven wrong.",-1,-1,-1
15220069_2018-06-04T14:40:17.000Z,"Rejoice, Jews! With today's Supreme Court ruling, we can finally resume baking the blood of Christian babies into our matzoh!",-1,-1,-1
231908962_2020-07-09T21:27:13.000Z,"I wonder what @realDonaldTrump's reaction was when he heard not only that he lost @scotus, but that his 2 appointments went against him.

Insert Adderall and Big Macs.",-1,-1,-1
162204416_2020-07-09T20:50:06.000Z,"Today's SCOTUS ruling was a Win for Trump in one case, the Congress waste of time case, due to Separation of Powers. Duh!
The other case was a Delay  &amp; sent back to District Court to make the correct argument.
A more refined, tailored one that the case is a joke &amp; political.🇺🇸",-1,-1,-1
1945129729_2018-06-06T04:24:01.000Z,"Listening to that baker from the SCOTUS case  explain how he also wouldn’t serve Halloween cakes tells me all I need to know about him.  (Which, obvs the difference there is that nobody gets the cake, whereas the wedding cake is discriminating against a specific group) but lol.",-1,-1,-1
21026943_2020-07-17T18:41:39.000Z,Not to be morbid but with Ruth bader Ginsburg having cancer again at her age it's extremely important to make sure Trump does not get back in office. Because if so we are giving the wackos and opportunity to possibly appoint another supreme Court Justice,-1,-1,-1
601121636_2018-06-08T05:29:01.000Z,"a hardware store in Tennessee has a sign in their window that says “NO GAYS ALLOWED” and states that the recent SCOTUS decision was a “ray of sunshine for christians across the country”. 

it was never about the cake",-1,-1,-1
20105978_2020-07-15T00:03:09.000Z,"If Trump gets to put in another Supreme Court judge, I’m going to blow a gasket.",-1,-1,-1
29262732_2018-06-04T15:21:43.000Z,#SCOTUS taking us backwards in history #Regressives,-1,-1,-1
183056130_2018-06-04T18:54:29.000Z,"#MasterpieceCakeshop ruling by #SCOTUS would’ve been unnecessary if Christians had insisted, decades ago, that government stay out of that business of defining marriage.",-1,0,-1
24072992_2018-06-04T19:48:29.000Z,"Glad to know that I won't be forced by #SCOTUS to make a gay wedding cake if I didn't want to.

The only real question is what the hell kind of horrible person would I have to be to not want to?",-1,-1,-1
275378900_2020-07-09T22:07:33.000Z,"Good news is #SCOTUS ruled that sitting presidents don't have absolute immunity the bad news is they refuse to allow Congress or the public to see Trumps tax returns before the election,for him to go to such great lengths to keep them a secret means it's incriminating",0,0,1
468904472_2018-06-04T20:14:44.000Z,Show some love and just bake the cake #SCOTUS,1,1,0
1278734179384152064_2020-07-10T03:11:34.000Z,"Chief Justice of the Supreme Court, John Roberts, is a sellout  Just another political Democrat Hack and he's now obviously influencing the new appointed judges saying the President is not above the law to withhold information in a criminal investigation. Harassment continues.",-1,-1,-1
39775484_2020-07-09T17:52:33.000Z,Hey donald! #trump  read my lips.  Show us your taxes. Supreme court 7-2.  #TraitorTrump #TrumpTaxReturns #TrumpIsANationalDisgrace,-1,-1,-1
890791012724948995_2020-07-09T18:37:32.000Z,"Today's SCOTUS decision is not an outright win, though some are trying to spin it that way. They will not release the financial documents now. My guess is they will wait til after the election. And  Congress has to go back to court to fight for their right to subpoena records.",-1,-1,0
1130149501_2018-06-05T13:52:49.000Z,Dragging a baker all the way to the Supreme Court because he won't decorate your damn cake seems like a very gay thing to do.,-1,-1,-1
216075583_2018-06-04T18:57:14.000Z,"It still astonishes me that so-called Christians are basically fighting for the ""religious freedom"" to be the bad Samaritan. 🙄

#SCOTUS #Masterpiece 
#MasterpieceCakeshop",-1,-1,-1
303512493_2020-07-09T14:24:59.000Z,7-2 TRUMP RECORDS WILL REMAIN SEALED FROM CONGRESS UNTIL AFTER ELECTION #SCOTUS @WUSA9,0,0,0
37491686_2018-06-05T22:21:04.000Z,Reading this trash ass Supreme Court opinion 😒,-1,-1,-1
16018760_2020-07-09T14:26:27.000Z,Supreme Court punts.,0,-1,-1
3252141494_2020-07-09T15:14:51.000Z,Trump is not above the law says Supreme Court. He is not immune from NY grand jury process regarding his taxes.,1,0,0
69986816_2020-07-09T19:16:43.000Z,SCOTUS has been on a roll with these decisions,1,1,1
42106976_2020-07-18T16:16:52.000Z,"If we lose a SCOTUS justice soon, what percentage of politicians will go full hypocrite?",-1,-1,-1
1465982610_2020-07-09T14:38:58.000Z,"Very interesting ruling by #SCOTUS re 1830s treaty covering eastern portion of #Oklahoma. What are the practical implications to criminal justice, real estate transactions, oil royalties, etc? #ThursdayThoughts",0,0,0
1210217358_2020-07-09T21:28:09.000Z,LMAOO Supreme Court decision just said “we running through your shit mr president.” the NY way.,1,1,1
377556370_2020-07-09T15:01:36.000Z,The Supreme Court actually ruled that trumps financial records won’t be released “for now” or whatever the fuck that means.,-1,-1,-1
934951051_2018-06-04T14:35:35.000Z,So the Supreme Court just ruled you can refuse to serve anyone based on your religious beliefs.. welcome to the new America!,-1,0,-1
980604690_2018-06-04T18:49:48.000Z,"#Breaking :
@realDonaldTrump has a right to pardon everyone, even his penis-pump (his penis-pump is an official executive consultant - no security clearance though).

#TrumpsPenisPump
#MondayMotivation 
#SCOTUS 
#TrumpPardons
#TrumpRussia 
#TrumpCrimeFamily
@Wonkette",-1,-1,-1
1278734179384152064_2020-07-09T17:59:02.000Z,"The media and the Supreme Court make it very clear that no one is Above The Law including   the President.But Democrats continue to violate the law year after year and it is politically obvious that they are definitely above the law. Break the law and never, ever held accountable",-1,-1,-1
910124566231621632_2020-07-10T02:17:05.000Z,Dk why the spin that trump suffered a resounding loss today with scotus. I dont think he is too worried. No info will emerge 2 harm him before the election and he cant be prosecuted if vladdy comes thru again in about 8 states. As he will sit as potus past statute expiration.,-1,0,0
82266118_2020-07-09T14:17:49.000Z,"#SCOTUS tells @realDonaldTrump to turn his taxes over to @ManhattanDA 

The #PerpWalk is coming.",-1,-1,-1
310963993_2020-07-09T15:07:04.000Z,"Jay Sekulow: “We are pleased that in the decisions issued today, the Supreme Court has temporarily blocked both Congress &amp; NY prosecutors from obtaining the President’s tax records. We will now proceed to raise additional Constitutional and legal issues in the lower courts.”",1,0,0
2850559886_2020-07-10T00:28:40.000Z,Let’s see employers bind together and change their stance when it comes to birth control. Just to give a big fuck you to The Supreme Court. #birthcontrol #SCOTUS,-1,-1,-1
23941831_2018-06-04T16:56:39.000Z,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.,-1,0,-1
2712015096_2018-06-04T14:37:46.000Z,"I love my family, but being in my hometown is complex.  The Supreme Court decision has guaranteed I’m going to be in at least 3+ arguments today.  #HappyPRIDE #ReligiousFreedomForWho?",-1,0,-1
3092209045_2018-06-05T13:18:40.000Z,The Supreme Court has made the assertion of “sincere religious beliefs” a valid excuse for breaking the law. #MasterpieceCakeshop #SupremeCourt #religion,-1,-1,-1
275378900_2020-07-10T17:05:43.000Z,The 1st amendment prohibits the government from having any authority in matters of religion but that doesn't seem to apply to #SCOTUS who believes peoples religious beliefs justify discrimination &amp; persecution,-1,-1,-1
42719022_2018-06-04T16:10:14.000Z,Ouch.  #SCOTUS #LGBTPROUD #resist,-1,-1,-1
23833641_2018-06-04T15:31:19.000Z,🚨 BREAKING: SCOTUS ruled narrowly for Masterpiece Cakeshop while also reaffirming the core principle that businesses *cannot* turn away people based on who they are. State and local anti-discrimination laws that protect LGBT New Yorkers remain in full effect.,1,0,0
105588131_2020-07-17T17:42:18.000Z,All this panic about the RBG news is maybe a good reminder that the Supreme Court might be TOO much of a partisan tool and is in desperate need of reform.,-1,-1,-1
3156576075_2018-06-04T14:58:48.000Z,FYI: a ruling can be narrow in its scope even though it was a 7-2 opinion #scotus #themoreyouknow #MasterpieceCakeshop,0,0,0
134932737_2020-07-09T20:00:47.000Z,Patiently waiting for new episodes of  the podcasts @TrumpConLaw &amp; Can He do that (@AllisonMichs) so that they can explain these new Supreme court decisions....,1,0,0
23722195_2020-07-09T14:54:20.000Z,Hey @rebeccanagle - I’m looking so forward to hearing your update on the Sharpe v Murphy Supreme Court ruling on the This Land pod! Hope it’s soon 😊,1,0,0
10165452_2020-07-09T15:41:45.000Z,SCOTUS kicked the can down to road!,-1,-1,-1
912926138_2020-07-09T00:38:21.000Z,It is utterly unconscionable that the Supreme Court has allowed the Trump administration’s reckless attacks on birth control access to go into effect. @NARALVirginia @PPADMV,-1,-1,-1
1236796326853201920_2020-07-10T16:32:01.000Z,"Lou sobs don’t get mad the Supreme Court justices are doing everybody don’t lick Donald trump ass like you,and wyproof do you have?",-1,-1,-1
170735298_2018-06-04T14:26:11.000Z,Discrimination may win at SCOTUS today but love will ultimately win!,1,1,1
21922309_2020-07-15T00:32:52.000Z,"Anyone who says it's freedom of speech for keep their business open or defy governor shutdown orders needs to read Jacobson v Massachusetts 

You will not win. SCOTUS ruled on mandatory Public health orders 120 years ago. 

Grow up",-1,-1,-1
89583894_2018-06-04T14:47:47.000Z,"Supreme Court is unaware its Pride week. Don’t let them fool you bigotry is unacceptable,  and I know plenty of Bakers that would be honored to bake cakes for such an amazing event as a same sex marriage.",-1,0,-1
762923744_2018-06-08T03:10:43.000Z,"In DC, but not for the Washington Capitols Stanley Cup win. A little appointment at the Supreme Court. All Good! @ffmikea",1,0,1
52470900_2020-07-09T16:00:16.000Z,But where were you @Scotus on Kansas v Glover 🤔,-1,0,0
869589094048776192_2018-06-04T16:54:39.000Z,"Wow. The Supreme Court just ruled FOR the discrimination of a business against a same-sex couple who wanted a cake made for their wedding. Maybe we are screwed. Only 2 dissenting. Can you guess which two ? #wtf #discriminationIsAGAINlegalintheUSofA Also, it’s #Pride month. 🌈💔",-1,-1,-1
73513195_2020-07-09T16:15:48.000Z,"The Supreme Court has been a wild roller coaster lately. You can’t discriminate against sexuality in the work place? Great! But they still can deny birth control? Uh what? But now you can take a look at trump’s tax returns! Uh.. cool, thanks?",0,0,-1
18030304_2020-07-09T06:28:51.000Z,This is a first for me. I can’t sleep because I’m worked up about today’s upcoming #SCOTUS rulings in Mazars and Vance. The fact that they even heard these cases is a bad sign.,-1,-1,-1
3974389338_2018-06-05T01:10:17.000Z,"Reminder that the Masterpiece Cake Shop V. Colorado SCOTUS decision does not take the cake shop’s side for first amendment rights, it just found that the Colorado Civil Rights Commission messed up and let the cake shop go because of it. Discrimination is still fucked",-1,0,0
2777092093_2020-07-17T13:10:31.000Z,"Woke up to the Supreme Court upholding voter suppression law in Florida, secret police snatching protesters in Portland, and the CDC not making public data available...I am genuinely very nervous about November",-1,-1,-1
4471843394_2020-07-15T20:49:49.000Z,"The reason why it’s completely legal to mandate masks and vaccines is because of Jacobson vs Massachusetts, it’s a Supreme Court ruling. You and the president do not know the history of this country and it shows.",-1,0,-1
4739677485_2020-07-10T00:18:04.000Z,I haven’t heard this much discussion of the Burr case since my dissertation defense. #SCOTUS,0,0,0
249051050_2018-06-04T14:43:36.000Z,"I’m sure the news media will provide sober, nuanced analysis of Masterpiece Cake Shop. #SCOTUS",-1,-1,-1
